sales_volume_location_2016,neighborhood_avg_property_value,neighborhood_property_crimes,surrounding_neighborhood_avg_property_value,surrounding_neighborhood_property_crimes
1858.0,7745.637617387157,5611.0,354.76775754518394,1033.7777777777776
5310.0,396.288138612434,2539.0,2899.660155751076,1565.333333333333
796.0,3678.797561611891,805.0,1547.5654808479455,1115.5555555555557
5310.0,90.69532334386948,245.0,461.7675320036489,1240.5
13276.0,3678.797561611891,805.0,1547.5654808479455,1115.5555555555557
1858.0,600.4747573524162,304.0,861.4568948563893,1578.166666666667
796.0,496.1699403966902,245.0,2351.1592965510354,2036.0
1062.0,2078.4985042340963,1481.0,2143.6457532579107,936.8333333333335
531.0,2623.8200888679744,2591.0,2422.392803548667,884.4285714285713
1327.0,2078.4985042340963,1481.0,2143.6457532579107,936.8333333333335
7434.0,2323.6412175402515,2194.0,2715.849042960333,1324.875
531.0,2323.6412175402515,2194.0,2715.849042960333,1324.875
2655.0,258.2766113098104,235.0,1049.3641529568497,967.2
265.0,258.2766113098104,235.0,1049.3641529568497,967.2
796.0,258.2766113098104,235.0,1049.3641529568497,967.2
796.0,67.17011850116474,655.0,182.39361737187852,440.8571428571428
5044.0,332.13489359073054,1251.0,294.08339926444853,891.4
531.0,332.13489359073054,1251.0,294.08339926444853,891.4
531.0,1683.708461308665,1219.0,3087.9694579041393,783.4285714285713
1062.0,86.88925791321388,2156.0,363.02823902762117,1745.875
796.0,86.88925791321388,2156.0,363.02823902762117,1745.875
1327.0,86.88925791321388,2156.0,363.02823902762117,1745.875
1062.0,5338.77683223937,1398.0,1391.9180798916773,1669.3
265.0,367.20077446177214,227.0,2034.9780055528286,1052.0
796.0,1550.6294410436078,1559.0,1756.575353733324,867.3333333333335
1593.0,1550.6294410436078,1559.0,1756.575353733324,867.3333333333335
1593.0,1550.6294410436078,1559.0,1756.575353733324,867.3333333333335
265.0,1550.6294410436078,1559.0,1756.575353733324,867.3333333333335
4513.0,1508.1677810774,977.0,2724.111739125881,790.5
6638.0,1508.1677810774,977.0,2724.111739125881,790.5
1062.0,1508.1677810774,977.0,2724.111739125881,790.5
531.0,3446.683663002935,841.0,2355.7327278314824,1113.3333333333333
1062.0,1672.914759658533,1582.0,3101.724547197797,1196.5
1327.0,53.22166730924289,342.0,74.8830835998623,865.6
796.0,85.09966147772326,1997.0,174.06589114835063,1034.25
531.0,85.09966147772326,1997.0,174.06589114835063,1034.25
1327.0,85.09966147772326,1997.0,174.06589114835063,1034.25
531.0,905.8965519936772,1886.0,314.3156158512404,1587.4
265.0,1508.1677810774,977.0,2724.111739125881,790.5
2389.0,1413.9475951410525,1532.0,2173.302624678347,1317.0
265.0,1269.0019175899306,527.0,1697.5876028499233,925.5
1062.0,605.2104207514936,181.0,1166.3887929019254,1969.666666666667
265.0,276.6603123186012,3617.0,437.19443661773397,1256.0
1327.0,276.6603123186012,3617.0,437.19443661773397,1256.0
531.0,1665.0151716537698,982.0,356.64895318201286,1260.0
3451.0,1413.9475951410525,1532.0,2173.302624678347,1317.0
6107.0,4546.082134203887,374.0,2535.960464081697,1911.857142857143
265.0,3507.0095553309943,2492.0,2272.078701975661,1708.75
531.0,3446.683663002935,841.0,2355.7327278314824,1113.3333333333333
13276.0,163.26650205770838,745.0,261.1219498437905,952.4
4248.0,352.92171359177735,388.0,239.81247486970096,1011.2
265.0,4243.04803523275,1356.0,2462.287583576726,978.0
531.0,1672.914759658533,1582.0,3101.724547197797,1196.5
265.0,412.87864106737646,1392.0,2898.9025462861377,1140.6666666666667
43811.0,3761.264353237302,1665.0,3240.316143756313,1203.0
531.0,3761.264353237302,1665.0,3240.316143756313,1203.0
19914.0,3761.264353237302,1665.0,3240.316143756313,1203.0
531.0,757.9723153645143,2724.0,589.840944500714,893.4
531.0,757.9723153645143,2724.0,589.840944500714,893.4
796.0,515.4725531628092,4146.0,2333.2876706776738,1586.833333333333
531.0,3507.0095553309943,2492.0,2272.078701975661,1708.75
1327.0,153.93872279792896,850.0,477.40343271032236,1267.5
7965.0,462.85965830728884,1031.0,194.91603192491183,568.5714285714286
2389.0,462.85965830728884,1031.0,194.91603192491183,568.5714285714286
531.0,2331.236607773085,709.0,2675.0162630263285,1382.5
6638.0,1672.914759658533,1582.0,3101.724547197797,1196.5
1062.0,515.4725531628092,4146.0,2333.2876706776738,1586.833333333333
7965.0,3857.573461271075,488.0,3239.727884669713,364.25
11948.0,3446.683663002935,841.0,2355.7327278314824,1113.3333333333333
265.0,1129.4716599158173,1281.0,828.3606864282542,1038.3333333333333
796.0,1413.9475951410525,1532.0,2173.302624678347,1317.0
531.0,2092.5473552368617,2145.0,2547.953444288186,2091.2
265.0,1550.6294410436078,1559.0,1756.575353733324,867.3333333333335
265.0,549.4814154967364,545.0,1351.664721625434,529.8333333333334
1327.0,258.2766113098104,235.0,1049.3641529568497,967.2
531.0,3761.264353237302,1665.0,3240.316143756313,1203.0
265.0,2078.4985042340963,1481.0,2143.6457532579107,936.8333333333335
1327.0,839.8661431371506,365.0,822.6505343116314,859.0
796.0,1550.6294410436078,1559.0,1756.575353733324,867.3333333333335
265.0,874.8657888337469,764.0,1553.890773966665,777.4285714285713
531.0,1413.9475951410525,1532.0,2173.302624678347,1317.0
796.0,3507.0095553309943,2492.0,2272.078701975661,1708.75
79657.0,839.8661431371506,365.0,822.6505343116314,859.0
531.0,4243.04803523275,1356.0,2462.287583576726,978.0
531.0,2078.4985042340963,1481.0,2143.6457532579107,936.8333333333335
1327.0,1672.914759658533,1582.0,3101.724547197797,1196.5
15931.0,1413.9475951410525,1532.0,2173.302624678347,1317.0
796.0,1960.4010591628448,1037.0,2688.9416244944496,1091.6
1062.0,153.93872279792896,850.0,477.40343271032236,1267.5
531.0,1960.4010591628448,1037.0,2688.9416244944496,1091.6
1327.0,258.2766113098104,235.0,1049.3641529568497,967.2
796.0,3669.7251690836574,1061.0,3277.635355123717,932.6
531.0,3678.797561611891,805.0,1547.5654808479455,1115.5555555555557
1062.0,3446.683663002935,841.0,2355.7327278314824,1113.3333333333333
265.0,1672.914759658533,1582.0,3101.724547197797,1196.5
1327.0,269.5620121687545,1809.0,488.81711767240193,1838.142857142857
796.0,2092.5473552368617,2145.0,2547.953444288186,2091.2
796.0,276.6603123186012,3617.0,437.19443661773397,1256.0
796.0,2078.4985042340963,1481.0,2143.6457532579107,936.8333333333335
531.0,3761.264353237302,1665.0,3240.316143756313,1203.0
1062.0,515.4725531628092,4146.0,2333.2876706776738,1586.833333333333
531.0,1665.0151716537698,982.0,356.64895318201286,1260.0
796.0,1550.6294410436078,1559.0,1756.575353733324,867.3333333333335
265.0,1960.4010591628448,1037.0,2688.9416244944496,1091.6
796.0,3761.264353237302,1665.0,3240.316143756313,1203.0
531.0,1413.9475951410525,1532.0,2173.302624678347,1317.0
796.0,757.9723153645143,2724.0,589.840944500714,893.4
265.0,500.0093334816155,373.0,625.1697889793353,592.8333333333334
5310.0,7745.637617387157,5611.0,354.76775754518394,1033.7777777777776
531.0,1508.1677810774,977.0,2724.111739125881,790.5
1593.0,757.9723153645143,2724.0,589.840944500714,893.4
3982.0,86.88925791321388,2156.0,363.02823902762117,1745.875
796.0,2092.5473552368617,2145.0,2547.953444288186,2091.2
796.0,3507.0095553309943,2492.0,2272.078701975661,1708.75
796.0,1672.914759658533,1582.0,3101.724547197797,1196.5
1593.0,87.66267210496866,741.0,473.1578388679266,1313.4285714285713
1327.0,905.8965519936772,1886.0,314.3156158512404,1587.4
531.0,1413.9475951410525,1532.0,2173.302624678347,1317.0
796.0,1550.6294410436078,1559.0,1756.575353733324,867.3333333333335
531.0,405.278544110362,1098.0,172.04428376010574,1321.5
