sales_volume_location,sales_volume_location_2016,sales_volume_location_2015,latitude,longitude,zestimate,primary_type,zestimate_NEXT_TO,primary_type_NEXT_TO
512.0,531.0,531.0,41.75918,-87.56591,144173.1340388007,8323.0,121089.08159909117,2995.8
767.0,796.0,796.0,41.90204,-87.75305999999998,176850.4503600823,13902.0,236002.91172431945,5695.166666666667
512.0,531.0,531.0,41.89867,-87.73127,255649.45671641792,9022.0,411416.4491430084,4833.0
1278.0,1327.0,1327.0,41.73639,-87.72112,180256.03019538187,2279.0,183909.8402202489,3747.5
7667.0,7965.0,7965.0,41.80929,-87.61883,308244.1517094017,3061.0,369207.20566497307,1490.2857142857142
2300.0,2389.0,2389.0,41.80948,-87.62113000000002,308244.1517094017,3061.0,369207.20566497307,1490.2857142857142
512.0,531.0,531.0,41.94165,-87.67824,846027.8678540649,1277.0,647857.492969017,2712.25
6389.0,6638.0,6638.0,41.99837,-87.66765,310540.02964118565,3654.0,409252.03267015086,2810.5
1023.0,1062.0,1062.0,41.89501,-87.75803,176850.4503600823,13902.0,236002.91172431945,5695.166666666667
7667.0,7965.0,7965.0,41.98736,-87.7789,327953.69185840705,1138.0,348930.95679311396,784.0
11500.0,11948.0,11948.0,41.96882,-87.69527,639062.7041644132,1892.0,545249.6846952764,2373.4444444444443
256.0,265.0,265.0,41.807,-87.65798000000002,147270.02348993288,3986.0,190896.82900681198,3376.1666666666665
767.0,796.0,796.0,41.92671,-87.76643,254227.90304878048,4254.0,258602.64636018002,4238.142857142857
512.0,531.0,531.0,41.86617,-87.71862,174195.31474103587,9029.0,264464.3232107371,6675.2
256.0,265.0,265.0,41.84624,-87.70176,161538.79056709714,4524.0,228346.3992391644,2853.6666666666665
256.0,265.0,265.0,41.83504,-87.64842,373531.3944738389,1444.0,258772.8837019161,1451.5
1278.0,1327.0,1327.0,41.84841,-87.63221,340545.66071428574,425.0,419959.71640089375,1987.4
512.0,531.0,531.0,41.92259,-87.7024,469298.8703597944,3610.0,511525.4156738535,3167.8
14980.0,56685.0,56685.0,41.89696,-87.64517,657765.9010238908,2472.0,577048.8615566454,3892.1
256.0,265.0,265.0,41.96491,-87.6614,488644.58850841556,3493.0,727135.3193835611,1826.1666666666667
1278.0,1327.0,1327.0,41.80067,-87.7323,198105.0079575597,839.0,193948.82903184945,2401.25
767.0,796.0,796.0,41.847,-87.71252,161538.79056709714,4524.0,228346.3992391644,2853.6666666666665
256.0,265.0,265.0,41.82808,-87.69071,196361.78038815118,2217.0,202501.09040272055,2175.714285714286
512.0,531.0,531.0,41.93144,-87.77316,254227.90304878048,4254.0,258602.64636018002,4238.142857142857
767.0,796.0,796.0,41.91032,-87.70363,255649.45671641792,9022.0,411416.4491430084,4833.0
76665.0,79657.0,79657.0,41.81382,-87.72279,198105.0079575597,839.0,193948.82903184945,2401.25
512.0,531.0,531.0,41.99795,-87.69158,343996.8509576694,3328.0,446434.4284936709,2195.25
512.0,531.0,531.0,41.96454,-87.65706,488644.58850841556,3493.0,727135.3193835611,1826.1666666666667
1278.0,1327.0,1327.0,42.00134,-87.66261,310540.02964118565,3654.0,409252.03267015086,2810.5
15333.0,15931.0,15931.0,41.92761,-87.76624,254227.90304878048,4254.0,258602.64636018002,4238.142857142857
767.0,796.0,796.0,41.97968,-87.6595,474507.2143826323,2293.0,515891.8263594058,2549.4
1023.0,1062.0,1062.0,41.74134,-87.7215,180256.03019538187,2279.0,183909.8402202489,3747.5
512.0,531.0,531.0,41.99313,-87.6599,474507.2143826323,2293.0,515891.8263594058,2549.4
1278.0,1327.0,1327.0,41.85366,-87.63238,340545.66071428574,425.0,419959.71640089375,1987.4
767.0,796.0,796.0,41.93644000000001,-87.71965,427028.6540084388,2217.0,565756.3926086486,1974.2
512.0,531.0,531.0,41.8584,-87.66657,323440.661268556,2160.0,332105.5853244769,2985.222222222222
1023.0,1062.0,1062.0,41.97376,-87.69149,639062.7041644132,1892.0,545249.6846952764,2373.4444444444443
256.0,265.0,265.0,42.00284,-87.67211999999998,310540.02964118565,3654.0,409252.03267015086,2810.5
1278.0,1327.0,1327.0,41.76458,-87.62441,94804.87866772403,6091.0,120121.9931602209,5965.428571428572
767.0,796.0,796.0,41.85518,-87.71219,174195.31474103587,9029.0,264464.3232107371,6675.2
215.0,302.0,302.0,41.88724000000001,-87.70419,194151.69814366425,10237.0,346094.5277481123,6511.166666666667
767.0,796.0,796.0,41.7752,-87.6402,58636.80568720379,13037.0,128917.97160025159,3999.1428571428573
85.0,1291.0,968.0,41.98376,-87.69102,343996.8509576694,3328.0,446434.4284936709,2195.25
767.0,796.0,796.0,41.97315,-87.65782,488644.58850841556,3493.0,727135.3193835611,1826.1666666666667
512.0,531.0,531.0,41.92085,-87.71234,469298.8703597944,3610.0,511525.4156738535,3167.8
1023.0,1062.0,1062.0,41.88794,-87.75499,176850.4503600823,13902.0,236002.91172431945,5695.166666666667
512.0,531.0,531.0,41.78051,-87.61476,160850.25199362042,3417.0,255434.07113188843,3820.8
767.0,796.0,796.0,41.84978,-87.70432,161538.79056709714,4524.0,228346.3992391644,2853.6666666666665
256.0,265.0,265.0,41.99786,-87.66759,474507.2143826323,2293.0,515891.8263594058,2549.4
767.0,796.0,796.0,41.92074,-87.72211999999998,469298.8703597944,3610.0,511525.4156738535,3167.8
512.0,531.0,531.0,41.93769,-87.78625,254227.90304878048,4254.0,258602.64636018002,4238.142857142857
767.0,796.0,796.0,41.76373,-87.56085999999998,144173.1340388007,8323.0,121089.08159909117,2995.8
256.0,265.0,265.0,41.79798,-87.72459,188377.37534246576,872.0,198024.09962645904,1574.1666666666667
5111.0,5310.0,5310.0,41.88647,-87.62158000000002,802738.0172786177,9284.0,529645.3188537043,1800.6666666666667
512.0,531.0,531.0,41.96142,-87.71051,369466.92852741835,2309.0,501768.96697892627,1732.8333333333333
1534.0,1593.0,1593.0,41.75216,-87.55376,144173.1340388007,8323.0,121089.08159909117,2995.8
3834.0,3982.0,3982.0,41.75075,-87.65307,105200.6774049217,7153.0,137678.8604796477,5471.375
767.0,796.0,796.0,41.85169000000001,-87.72872,174195.31474103587,9029.0,264464.3232107371,6675.2
767.0,796.0,796.0,41.90167,-87.72610999999998,255649.45671641792,9022.0,411416.4491430084,4833.0
767.0,796.0,796.0,42.01576,-87.66845,310540.02964118565,3654.0,409252.03267015086,2810.5
1534.0,1593.0,1593.0,41.80199,-87.61861999999998,138926.632,2609.0,283367.58701171237,4231.714285714285
1278.0,1327.0,1327.0,41.77038,-87.68326,147830.85739750444,5481.0,138275.90027954598,5183.2
512.0,531.0,531.0,41.92594,-87.75633,254227.90304878048,4254.0,258602.64636018002,4238.142857142857
767.0,796.0,796.0,41.84984,-87.6931,161538.79056709714,4524.0,228346.3992391644,2853.6666666666665
512.0,531.0,531.0,41.72155,-87.65935,116355.89500860585,3024.0,180194.82058921788,4203.0
1023.0,1062.0,1062.0,41.89165,-87.72038,255649.45671641792,9022.0,411416.4491430084,4833.0
1023.0,1062.0,1062.0,41.84753,-87.63221,374847.4761904762,543.0,335486.45409912354,1656.1666666666667
256.0,265.0,265.0,41.92057,-87.73679,268652.4436781609,1172.0,327755.36401724356,5547.142857142857
512.0,531.0,531.0,41.99823,-87.6861,343996.8509576694,3328.0,446434.4284936709,2195.25
256.0,265.0,265.0,41.78661,-87.72336,188377.37534246576,872.0,198024.09962645904,1574.1666666666667
2556.0,2655.0,2655.0,41.73571,-87.64749,105200.6774049217,7153.0,137678.8604796477,5471.375
1789.0,1858.0,1858.0,41.99759,-87.70336,343996.8509576694,3328.0,446434.4284936709,2195.25
5111.0,5310.0,5310.0,41.70704,-87.61411,102711.14822006473,6788.0,110671.77307300281,3135.625
1023.0,1062.0,1062.0,41.83703,-87.72192,161538.79056709714,4524.0,228346.3992391644,2853.6666666666665
4856.0,5044.0,5044.0,41.87979,-87.77062,176850.4503600823,13902.0,236002.91172431945,5695.166666666667
5367.0,5575.0,5575.0,41.92468,-87.63973,1196657.6952380952,3360.0,980144.7036494268,2320.125
1789.0,1858.0,1858.0,41.99787,-87.69665,343996.8509576694,3328.0,446434.4284936709,2195.25
767.0,796.0,796.0,41.7752,-87.6402,58636.80568720379,13037.0,128917.97160025159,3999.1428571428573
1023.0,1062.0,1062.0,41.82545,-87.64145,373531.3944738389,1444.0,258772.8837019161,1451.5
767.0,796.0,796.0,41.84668,-87.67936999999998,323440.661268556,2160.0,332105.5853244769,2985.222222222222
2045.0,2124.0,2124.0,41.96186,-87.65218,488644.58850841556,3493.0,727135.3193835611,1826.1666666666667
256.0,265.0,265.0,41.89629,-87.67154000000002,558143.5544554455,392.0,642716.7425178615,1829.6666666666667
256.0,265.0,265.0,41.82747,-87.66752,248458.26125,885.0,240428.53003751524,2866.2
512.0,531.0,531.0,41.85154,-87.63226999999998,340545.66071428574,425.0,419959.71640089375,1987.4
2045.0,2124.0,2124.0,41.88736,-87.68205,345766.0279329609,2089.0,456699.3476194784,4845.75
767.0,796.0,796.0,41.9292,-87.80608000000002,263590.60898876406,587.0,265678.5499202608,2045.6666666666667
256.0,265.0,265.0,41.99057,-87.69351999999998,343996.8509576694,3328.0,446434.4284936709,2195.25
512.0,531.0,531.0,41.91043,-87.70745,255649.45671641792,9022.0,411416.4491430084,4833.0
1534.0,1593.0,1327.0,41.87746,-87.6972,194151.69814366425,10237.0,346094.5277481123,6511.166666666667
256.0,265.0,265.0,41.89388,-87.74611999999998,176850.4503600823,13902.0,236002.91172431945,5695.166666666667
256.0,265.0,265.0,41.82429000000001,-87.70413,196361.78038815118,2217.0,202501.09040272055,2175.714285714286
531.0,809.0,809.0,41.88837,-87.63535999999998,604957.6953642385,5595.0,958291.0682707691,3165.375
767.0,531.0,531.0,41.69163,-87.71336,239861.75602667124,496.0,256433.72836594252,1435.5
767.0,796.0,796.0,41.77739,-87.6152,160850.25199362042,3417.0,255434.07113188843,3820.8
512.0,531.0,531.0,41.80659,-87.67186,147270.02348993288,3986.0,190896.82900681198,3376.1666666666665
256.0,265.0,265.0,41.92142,-87.68719,836238.3855898654,1088.0,727806.1878101113,2546.0
512.0,531.0,531.0,41.91519,-87.72685,268652.4436781609,1172.0,327755.36401724356,5547.142857142857
767.0,796.0,796.0,41.90811,-87.66796,770058.1383763838,2340.0,546237.0593831207,2876.8333333333335
767.0,796.0,796.0,41.84976,-87.70971,161538.79056709714,4524.0,228346.3992391644,2853.6666666666665
512.0,531.0,531.0,41.90248,-87.75846999999997,176850.4503600823,13902.0,236002.91172431945,5695.166666666667
1023.0,1062.0,1062.0,41.80097,-87.67399,147270.02348993288,3986.0,190896.82900681198,3376.1666666666665
1023.0,1062.0,1062.0,41.98545,-87.6632,474507.2143826323,2293.0,515891.8263594058,2549.4
767.0,796.0,796.0,41.89836,-87.75061,176850.4503600823,13902.0,236002.91172431945,5695.166666666667
767.0,796.0,796.0,41.80922,-87.61289000000002,308244.1517094017,3061.0,369207.20566497307,1490.2857142857142
1278.0,1327.0,1327.0,41.81537,-87.68934,196361.78038815118,2217.0,202501.09040272055,2175.714285714286
767.0,796.0,796.0,41.75101,-87.63467,94804.87866772403,6091.0,120121.9931602209,5965.428571428572
767.0,796.0,796.0,41.92438,-87.75816,254227.90304878048,4254.0,258602.64636018002,4238.142857142857
22087.0,41905.0,41905.0,41.95219,-87.69343,846027.8678540649,1277.0,647857.492969017,2712.25
767.0,796.0,796.0,41.85913,-87.72471,174195.31474103587,9029.0,264464.3232107371,6675.2
6389.0,6638.0,6638.0,41.84588,-87.75701,174195.31474103587,9029.0,264464.3232107371,6675.2
767.0,796.0,796.0,42.02017,-87.67342,310540.02964118565,3654.0,409252.03267015086,2810.5
3578.0,3717.0,3717.0,41.92443,-87.7039,469298.8703597944,3610.0,511525.4156738535,3167.8
2556.0,2655.0,2655.0,41.88414,-87.64113,508539.77559607296,4121.0,495191.6504191511,2947.4444444444443
767.0,796.0,796.0,41.85185,-87.70614,161538.79056709714,4524.0,228346.3992391644,2853.6666666666665
767.0,796.0,796.0,41.93214,-87.7198,427028.6540084388,2217.0,565756.3926086486,1974.2
1534.0,1593.0,1062.0,41.91012,-87.73201999999998,255649.45671641792,9022.0,411416.4491430084,4833.0
767.0,796.0,796.0,41.80835,-87.66396,147270.02348993288,3986.0,190896.82900681198,3376.1666666666665
767.0,796.0,796.0,41.79551,-87.75896999999998,229517.3698296837,1992.0,192372.82010140995,1733.6
767.0,796.0,796.0,41.78663,-87.69261,150317.5129434324,1964.0,155907.55291200802,4512.666666666667
1534.0,1593.0,3982.0,41.81232,-87.65048,147270.02348993288,3986.0,190896.82900681198,3376.1666666666665
512.0,531.0,531.0,41.88041,-87.76017,176850.4503600823,13902.0,236002.91172431945,5695.166666666667
767.0,796.0,796.0,41.99783,-87.69891,343996.8509576694,3328.0,446434.4284936709,2195.25
6311.0,11972.0,8979.0,41.88475,-87.64458,508539.77559607296,4121.0,495191.6504191511,2947.4444444444443
256.0,265.0,265.0,41.9499,-87.74684,302667.8180658331,3101.0,334010.30299038783,1915.857142857143
1534.0,1593.0,1062.0,41.68502,-87.6152,82995.82049180327,3910.0,126868.1402356124,3361.3333333333335
5485.0,7649.0,2328.0,41.77281,-87.56786,144173.1340388007,8323.0,121089.08159909117,2995.8
767.0,531.0,531.0,41.93107,-87.80118,263590.60898876406,587.0,265678.5499202608,2045.6666666666667
767.0,796.0,796.0,41.75807,-87.62055,94804.87866772403,6091.0,120121.9931602209,5965.428571428572
767.0,796.0,796.0,41.89938,-87.69960999999998,255649.45671641792,9022.0,411416.4491430084,4833.0
767.0,796.0,796.0,41.76887,-87.65872,58636.80568720379,13037.0,128917.97160025159,3999.1428571428573
767.0,796.0,796.0,41.89467,-87.74772,176850.4503600823,13902.0,236002.91172431945,5695.166666666667
767.0,796.0,796.0,41.79238,-87.64474,58636.80568720379,13037.0,128917.97160025159,3999.1428571428573
767.0,796.0,796.0,41.96472,-87.65034,488644.58850841556,3493.0,727135.3193835611,1826.1666666666667
767.0,796.0,796.0,41.71758,-87.53683000000002,202384.0,1062.0,90438.2966522742,2185.0
767.0,796.0,796.0,41.82032,-87.69346999999998,196361.78038815118,2217.0,202501.09040272055,2175.714285714286
767.0,796.0,796.0,41.80832,-87.66759,147270.02348993288,3986.0,190896.82900681198,3376.1666666666665
767.0,796.0,796.0,41.91779,-87.69221,469298.8703597944,3610.0,511525.4156738535,3167.8
767.0,796.0,796.0,41.88067,-87.7222,194151.69814366425,10237.0,346094.5277481123,6511.166666666667
256.0,265.0,265.0,41.88004,-87.73558,194151.69814366425,10237.0,346094.5277481123,6511.166666666667
512.0,531.0,531.0,41.88944,-87.75504000000002,176850.4503600823,13902.0,236002.91172431945,5695.166666666667
26578.0,27614.0,27614.0,41.89878,-87.62786,830380.8548387097,1286.0,1068800.999388751,2598.75
767.0,796.0,796.0,41.96173,-87.67558000000002,639062.7041644132,1892.0,545249.6846952764,2373.4444444444443
3834.0,3982.0,3982.0,41.93179,-87.73877,268652.4436781609,1172.0,327755.36401724356,5547.142857142857
1023.0,1062.0,1062.0,41.7713,-87.58641,144173.1340388007,8323.0,121089.08159909117,2995.8
512.0,531.0,531.0,41.85261,-87.63246,340545.66071428574,425.0,419959.71640089375,1987.4
767.0,796.0,796.0,41.97813,-87.84633000000002,261553.3252895753,1387.0,300810.3922762759,1282.0
1023.0,1062.0,1062.0,41.93183,-87.70781,469298.8703597944,3610.0,511525.4156738535,3167.8
1023.0,1062.0,1062.0,41.9156,-87.70503000000002,469298.8703597944,3610.0,511525.4156738535,3167.8
512.0,531.0,531.0,41.76862,-87.68248,147830.85739750444,5481.0,138275.90027954598,5183.2
256.0,265.0,265.0,41.85046,-87.63221999999998,340545.66071428574,425.0,419959.71640089375,1987.4
256.0,265.0,265.0,41.96013,-87.64769,488644.58850841556,3493.0,727135.3193835611,1826.1666666666667
1072.0,1511.0,1511.0,41.88653,-87.67538,345766.0279329609,2089.0,456699.3476194784,4845.75
767.0,796.0,796.0,41.74128,-87.65252,105200.6774049217,7153.0,137678.8604796477,5471.375
512.0,531.0,531.0,41.70258,-87.55996,70045.93081761006,1718.0,113078.94570377811,1448.7142857142858
512.0,531.0,531.0,41.91736,-87.73165,268652.4436781609,1172.0,327755.36401724356,5547.142857142857
767.0,796.0,796.0,41.77895,-87.68524000000002,147830.85739750444,5481.0,138275.90027954598,5183.2
767.0,796.0,796.0,41.79933,-87.60119,643831.639821029,1863.0,301787.799401946,2149.6
1534.0,1593.0,3982.0,41.85739,-87.6769,323440.661268556,2160.0,332105.5853244769,2985.222222222222
1534.0,1593.0,1062.0,41.87497000000001,-87.7356,194151.69814366425,10237.0,346094.5277481123,6511.166666666667
767.0,796.0,796.0,41.96957,-87.70815,369466.92852741835,2309.0,501768.96697892627,1732.8333333333333
19167.0,19914.0,19914.0,41.76142,-87.74280999999998,196968.47516679022,1483.0,185528.9328636008,2256.3333333333335
767.0,796.0,796.0,41.73726,-87.57715,117870.53324808185,1021.0,115409.18993312436,4449.833333333333
1534.0,1593.0,1593.0,41.83069,-87.67201999999997,248458.26125,885.0,240428.53003751524,2866.2
767.0,796.0,796.0,41.87547,-87.75525,176850.4503600823,13902.0,236002.91172431945,5695.166666666667
767.0,796.0,796.0,41.91697,-87.75452,254227.90304878048,4254.0,258602.64636018002,4238.142857142857
767.0,796.0,796.0,41.95467,-87.79227,273667.0926941447,1426.0,270509.91384823824,2332.25
767.0,796.0,796.0,41.89827,-87.76099,176850.4503600823,13902.0,236002.91172431945,5695.166666666667
1023.0,1062.0,1062.0,41.85426,-87.69516,161538.79056709714,4524.0,228346.3992391644,2853.6666666666665
767.0,796.0,796.0,41.80381,-87.66445999999998,147270.02348993288,3986.0,190896.82900681198,3376.1666666666665
767.0,796.0,796.0,41.97631,-87.66875999999998,797214.9585253457,380.0,534071.5023518204,2559.3333333333335
256.0,265.0,265.0,41.82289,-87.70405,196361.78038815118,2217.0,202501.09040272055,2175.714285714286
767.0,796.0,1327.0,41.8017,-87.64572,147270.02348993288,3986.0,190896.82900681198,3376.1666666666665
1387.0,2192.0,1948.0,41.9257,-87.67158,1196657.6952380952,3360.0,980144.7036494268,2320.125
2556.0,2655.0,2655.0,41.8767,-87.6537,508539.77559607296,4121.0,495191.6504191511,2947.4444444444443
2812.0,2920.0,2920.0,41.9722,-87.69641999999997,639062.7041644132,1892.0,545249.6846952764,2373.4444444444443
1278.0,1327.0,1327.0,41.84512,-87.68989,161538.79056709714,4524.0,228346.3992391644,2853.6666666666665
3067.0,3186.0,3186.0,41.96134,-87.64931999999997,488644.58850841556,3493.0,727135.3193835611,1826.1666666666667
767.0,796.0,796.0,41.89908,-87.73982,255649.45671641792,9022.0,411416.4491430084,4833.0
767.0,796.0,796.0,41.84879,-87.68516,323440.661268556,2160.0,332105.5853244769,2985.222222222222
767.0,796.0,796.0,41.72979,-87.55037,110830.66248693835,4232.0,132266.96834611098,2712.8
767.0,796.0,1327.0,41.87355,-87.70088,194151.69814366425,10237.0,346094.5277481123,6511.166666666667
767.0,796.0,796.0,41.77883,-87.73113000000002,196968.47516679022,1483.0,185528.9328636008,2256.3333333333335
767.0,796.0,796.0,41.84239,-87.71504,161538.79056709714,4524.0,228346.3992391644,2853.6666666666665
767.0,796.0,796.0,41.77952,-87.6847,147830.85739750444,5481.0,138275.90027954598,5183.2
767.0,796.0,796.0,41.94517000000001,-87.79821,273667.0926941447,1426.0,270509.91384823824,2332.25
767.0,796.0,796.0,41.95279,-87.773,302667.8180658331,3101.0,334010.30299038783,1915.857142857143
767.0,796.0,796.0,41.80992,-87.69705,196361.78038815118,2217.0,202501.09040272055,2175.714285714286
767.0,796.0,796.0,41.9732,-87.66025,488644.58850841556,3493.0,727135.3193835611,1826.1666666666667
