1.858000000000000000e+03,7.745637617387156752e+03,5.611000000000000000e+03,3.547677575451839402e+02,1.033777777777777601e+03
5.310000000000000000e+03,3.962881386124340111e+02,2.539000000000000000e+03,2.899660155751076218e+03,1.565333333333333030e+03
7.960000000000000000e+02,3.678797561611891069e+03,8.050000000000000000e+02,1.547565480847945537e+03,1.115555555555555657e+03
5.310000000000000000e+03,9.069532334386947525e+01,2.450000000000000000e+02,4.617675320036489097e+02,1.240500000000000000e+03
1.327600000000000000e+04,3.678797561611891069e+03,8.050000000000000000e+02,1.547565480847945537e+03,1.115555555555555657e+03
1.858000000000000000e+03,6.004747573524161908e+02,3.040000000000000000e+02,8.614568948563893400e+02,1.578166666666666970e+03
7.960000000000000000e+02,4.961699403966902082e+02,2.450000000000000000e+02,2.351159296551035368e+03,2.036000000000000000e+03
1.062000000000000000e+03,2.078498504234096345e+03,1.481000000000000000e+03,2.143645753257910656e+03,9.368333333333334849e+02
5.310000000000000000e+02,2.623820088867974391e+03,2.591000000000000000e+03,2.422392803548666961e+03,8.844285714285713311e+02
1.327000000000000000e+03,2.078498504234096345e+03,1.481000000000000000e+03,2.143645753257910656e+03,9.368333333333334849e+02
7.434000000000000000e+03,2.323641217540251546e+03,2.194000000000000000e+03,2.715849042960333009e+03,1.324875000000000000e+03
5.310000000000000000e+02,2.323641217540251546e+03,2.194000000000000000e+03,2.715849042960333009e+03,1.324875000000000000e+03
2.655000000000000000e+03,2.582766113098103915e+02,2.350000000000000000e+02,1.049364152956849694e+03,9.672000000000000455e+02
2.650000000000000000e+02,2.582766113098103915e+02,2.350000000000000000e+02,1.049364152956849694e+03,9.672000000000000455e+02
7.960000000000000000e+02,2.582766113098103915e+02,2.350000000000000000e+02,1.049364152956849694e+03,9.672000000000000455e+02
7.960000000000000000e+02,6.717011850116473681e+01,6.550000000000000000e+02,1.823936173718785199e+02,4.408571428571427759e+02
5.044000000000000000e+03,3.321348935907305417e+02,1.251000000000000000e+03,2.940833992644485306e+02,8.913999999999999773e+02
5.310000000000000000e+02,3.321348935907305417e+02,1.251000000000000000e+03,2.940833992644485306e+02,8.913999999999999773e+02
5.310000000000000000e+02,1.683708461308664937e+03,1.219000000000000000e+03,3.087969457904139290e+03,7.834285714285713311e+02
1.062000000000000000e+03,8.688925791321388203e+01,2.156000000000000000e+03,3.630282390276211686e+02,1.745875000000000000e+03
7.960000000000000000e+02,8.688925791321388203e+01,2.156000000000000000e+03,3.630282390276211686e+02,1.745875000000000000e+03
1.327000000000000000e+03,8.688925791321388203e+01,2.156000000000000000e+03,3.630282390276211686e+02,1.745875000000000000e+03
1.062000000000000000e+03,5.338776832239370378e+03,1.398000000000000000e+03,1.391918079891677280e+03,1.669299999999999955e+03
2.650000000000000000e+02,3.672007744617721414e+02,2.270000000000000000e+02,2.034978005552828563e+03,1.052000000000000000e+03
7.960000000000000000e+02,1.550629441043607812e+03,1.559000000000000000e+03,1.756575353733323936e+03,8.673333333333334849e+02
1.593000000000000000e+03,1.550629441043607812e+03,1.559000000000000000e+03,1.756575353733323936e+03,8.673333333333334849e+02
1.593000000000000000e+03,1.550629441043607812e+03,1.559000000000000000e+03,1.756575353733323936e+03,8.673333333333334849e+02
2.650000000000000000e+02,1.550629441043607812e+03,1.559000000000000000e+03,1.756575353733323936e+03,8.673333333333334849e+02
4.513000000000000000e+03,1.508167781077399923e+03,9.770000000000000000e+02,2.724111739125880831e+03,7.905000000000000000e+02
6.638000000000000000e+03,1.508167781077399923e+03,9.770000000000000000e+02,2.724111739125880831e+03,7.905000000000000000e+02
1.062000000000000000e+03,1.508167781077399923e+03,9.770000000000000000e+02,2.724111739125880831e+03,7.905000000000000000e+02
